tweet_filter,arabizi
so u always rock!,0
the best song on the album.,0
ya3ne w ba3den,1
i really can't express how proud of u! u looked beyond amazing,0
i'm at beirut-rafic hariri international airport (bey) - @beyairport in beirut,0
what happened during our car accident yesterday basically:,0
@ sar3in,1
may i have someone unlock our account,0
thank you fouad,0
eh 3ade. bshil wazife heik.,1
should've saved that,0
ffs,0
punched in the face,0
nancy ajram kazem l saher ragheb alame saber rouba3i bkaffe?,1
le fait eno badal ma nkoun 3am n2adem masra7yetna ka talent serna dyouf charaf w ra7 yo7darna george khabbaz bebke,1
mr. kerry egypt is a country of civilization and freedom the usa country of prostitution and racism,0
not saying ahlam is a saint but i m saying the terms u used are wrong not all arabs are like that,0
emerson electric co : co-op - manufacturing services (lebanon mo) (summer 2016 ( lb-bi),0
but that's not what ur caption said (no she isn't),0
my ticket,0
hello i need your phone number asap. i have a severe case training for more than 30 hours with no solution,0
l'envie d'avoir envie,0
will george khabbaz's play rerun tonight ?,0
i vote for a,0
beyonce self proclaimed queen kim kardashian thinks she owns the world my point is ego issues dont just exist in the arab world,0
i know. and same. how can we not be?,0
i'm at lido,0
lol i'm a med student not a series fanatic,0
say happy birthday to 3amo shaw2e allah ykhalilk yeh,1
if you're lebanese and you're not embarrassed of being lebanese at least 10 times a day you're probably part of the problem.,0
i'm at milagro w/ @cristell_a,0
mr. kerry i hope that you interest in your country and let the affairs of egypt to the egyptian president,0
but it's the same logic ?,0
bigapplemusicawardsbestsocialmediastar2016_mohammedassaf,0
when you want to read something in gray's anatomy but it's so heavy w ma elak khele2 te7emlo at this time,1
": """" avec les examinateurs! (rare photo)?""""",0
out of curiousity.. how old are you?,0
we love,0
"says """"queen"""" beyonce's fan",0
can you recommend anyone for this ? co-op - materials (lebanon mo) (summer 2016 - may start) - lb-bi,0
@ marianne i'm coming for you.,0
3ama bi albik kanno sa7i7,1
2tifini :$,1
"watching the new horror suspense movie """"the witch"""". it resembles me (@ cinemacity beirut souks)",0
oh here he is. seems like busquets had emptied his pockets.,0
keep voting for please,0
shu 7elwi hl &lt;3 &lt;3 &lt;3 &lt;3,1
t h a n k s m a r i a,0
w ana shajra,1
but now we're stressed out,0
if youre not familiar with michael jackson's work n legacy idk what inspires you! not only in music life itself,0
it's the most loneliest day of my life.,0
ma elo 3azeh lprograme la halla2,1
"allegiant"""" (@ grand cinemas in saida south)",0
salah plays as many good passes as busquets play bad passes.,0
"wish u luck n success! i felt in love with """" one strike """" n i adore """" one woman man """"",0
"love u girls! i felt in love with """" one strike """" n i adore """" one woman man """" thank u for the nicest",0
in lb-bi: co-op - materials (lebanon mo) (fall 2016 - august start) at emerson electric co,0
cheers to the best mums in the world ?,0
it was my childhood dream to watch michael jackson perform before he passed away.. he literally gave his heart n soul hes the greatest ever,0
"love u together girls! i felt in love with """" one strike """" n i adore """" one woman man """"",0
oh man you saw right through me,0
"love you all saints! i felt in love with """" one strike """" n i adore """" one woman man """"",0
mom you deserve the best! relax relax @ la casetta home arts,0
gladly,0
hi did u listen to one woman,0
? @ dekweneh,0
my biggest inspiration ever,0
"congratulations! i felt in love with """" one strike """" n i adore """" one woman man """" gd want the",0
omfg where u got that pic lol,0
3njd chi byekhoud l 3a2el,1
yeah i thought so,0
i'm at la chicane in bikfaya lebanon,0
"i felt in love with """"one strike """" but i adore"""" one woman man """"",0
@angelrackel,0
i bumped into my math teacher at the mall wlak im running from school yall keep on following me,0
hi farea in class with you with makdisi. was hoping to talk to you about a project but can't access your email address!,0
?zledim..,0
i can never get bored of ghady! and i can never stop talking to that kid! he's waiting for you ghad!,0
im taking my momma to watch superman v batman on mother's day,0
is this day 4 at the o2 arena?,0
goodnight ?,0
you can't teach the old maestro a new tune.,0
blinding skies @ byblos lebanon,0
mej.,0
i'm at little china in beirut,0
our moms hoopsclubleb are simply the best! they rocked todays class! happy mothers day,0
7ayete,1
watching seria a matches are more often like studying accounting. no joy but you have to pass.,0
hayde 7ayetik walla,1
lol,0
yel3an se3et hal languages tab3ooletkon ma 3am befham shi la7 2eje 2e2telkon kelkon,1
ma3a kereh 3ati2,1
@ little china,0
l hayet sayra ktir momelle,1
a very a#dinner,0
e pra isso sou a melhor fornecedora,0
can?m ? kiyamam,0
hz,0
roma uses keita as a deep midfielder. and he is more intelligent for the final third than all their advanced midfielders.,0
oh my i hope she gets better soon,0
smp bom ter amigos terroristas n hsuahsuahs,0
dropping subtle compliments to your instructor while writing a paper is the correct way to implicitlg lobby for an a slick,0
"any sane person would find what they call """"hendall"""" displeasing. they're both just ajsjanannw bye",0
thank you for drawing a smile on my face with your like?,0
habibi always keep this smile on yourself but never fake it.,1
vou usar isso no meu trabalho,0
im not a harry girl by the fucking way,0
ew kendall and harry are just ew. like kendall alone is ok harry alone is very ok but together,0
you need to it to know what i mean by it,0
i have certain criteria but i don't like to use the term type because it's usually centered around looks.,0
i'm disgusting ya ret ma shefet,0
hendall? tfeh? cringing?,0
asdfhdksk omg,0
sergi rotateo.,0
i speak london very best ?,0
as vezes eu fico pensando e nossa ainda bem que eu ? era viva na primeira nem segunda guerra mundial,0
ofc you do,0
shes so,0
t? na hora do mundo saber tb,0
unight uenergygym guys @ gemmayzeh - angry monkey,0
"mehiaru : """"sufi conversation with mom""""",0
congrats ?,0
i'm at dip n dip,0
love you too.,0
the trail,0
what the fuck oh my god,0
so fc barcelona scouted dembele but the club is not planning to buy him this summer. it's like he will be waiting them for few summers.,0
dinner time (@ joz in beirut),0
uf?c'quoi,0
the king's speech,0
c'est un tableau de quoi,0
had to share this @weheartit,0
19/3/2016 a day to remember! meeting an amazingly inspiring person,0
omg i cant my happy,0
cerine,0
with repostapp it's time to switch off! remind your friends to join,0
smikeh syrine,0
"bs ma bi3ud """"horny""""",1
bas ana j'pas vu de tableau,1
i wasn't the only one who doesn't eat kafta! doesn't eat it too?,0
fechlin the comedy,0
antoun we are so proud of you! thank you for inspiring others!,0
3omron lfootball players 3endon neswen eno badkon ye yo2tsho?,1
are you coming tomorrow ?,0
best : flawless remix formation feelin myself halo deja vu drunk in love worst : none,0
congrats to the closest couple to my,0
best : feelin myself party in the usa the climb worst : the last album she dropped,0
what she said,0
bawal yan sa tv,0
we already planned a date with a,0
you forgot his beast left foot,0
ya zalame iza darat b oulo battelna ghazet w rakkez 3l football,1
pareho sila u can what the status love so much gayan ako sa asawa ko,0
i said no and i have very high standards. i just don't like to limit myself to 1 type,0
i'm re-writing history on a saturday night. literally.,0
me after this school year ends,0
we don't have to wait until the storm is over.,0
i'm at in tabarja lebanon,0
ma elo,1
oh okay,0
enta kbir?,1
adele?,0
beyikh,1
shu he?,0
trump aka holis doyle is on scandal now?! so smart!,0
is there anyone who enjoys watching ali al dik?,0
i think i am ready now.,0
wat,0
bae goals,0
happy birthday may all your wishes come true?,0
i'm at tabarja in tabarja mt lebanon,0
naka touch naman true to life na yan,0
hollis doyle antidote to trump?! so fuckin smart!,0
im gonna take a nap and hope i die in it wish me luck,0
such a lonely,0
"hadilshkeir24 : """"?""""",0
happiest,0
": """"urban ruin.""""",0
"lebanesestud : """"""""",0
@ overwhelming beirut,0
you know when you're 21 and you have no friends no close cousins and no family that really cares about you you're definitely dying alone,0
things i love: books in print boutique airlines and passport stamps!,0
ah that makes much more sense have you tried playing any of them again now ?,0
you shout that from top roofs,0
"so what if selenas voice is not """"song worthy""""? your whole face isn't camera worthy you don't me complainin ?",0
there is where my heart belongs.,0
funny when memphis puts some other girl's pic when he clearly means me,0
do you ever have such a frustrating day that ayre bel dene,0
(@ beirut-rafic hariri international airport (bey) - @beyairport in beirut w/ ),0
stop sucking up to them they don't give a fuck about what happened,0
why,0
hendall is seriously cringeworthy,0
are you,0
maybe you shouldn't be constantly bringing other girls down,0
surround me with your flow and take me in with your ebb i want to get lost in your tide**,0
rusted brandy in a diamond glass.,0
do you still have an,0
it has a mistake ugh.,0
my cousin came from london i would've stayed there and lived in the o2 arena until adele stops playing there.,0
my outfit tonight:,0
@vesurerovvp,0
lionel messi,0
que desesperaci?n m?s enorme que mandar un whatsapp largu?simo y remil importante y que todav?a no lo haya le?do,0
i'm at jounieh in mt lebanon,0
so tired fml,0
i'm the devil himself ?,0
i hope rayan wont kill my best friend on this trip,0
fuck this i'm going to wonderland! ?,0
legend of zelda is so nice,0
et cotonou reste avec ses 4 etoiles..,0
da fuck is wrong with you people,0
ktir dehaktine w hye anja2 btasamit ?,1
my worst nightmare enno ekul habbe tkun 3a asses dora w totla3 2dame,0
today's training session,0
damn it dina!,0
i'm at helado ice cream in jounieh lebanon,0
ebba zouzou lol,0
"neymar receives the """"samba d'or"""" award for the best brazilian player in 2014/15 season",0
": quote this with the saddest anime you've watched ?"""" anohana the flower we saw that day",0
surround me with your flow and take me in with your ebb i want to get got lost in your tide,0
"zeinachehade : """"happiestbirthday#habibi#omar#godblessu#loveu#nano#myprincess""""",0
we're about to go hard with our artist @b_ryanofficial! photoshoot,0
can't feel my feet,0
"lebanesebrands : """"its saturday night enjoy ur weekend with ur led shoes",0
min?,0
ana mej ent ej?,0
"sylvie_acaf : """" """"",0
oh my god ?,0
7abibi he is adorable,0
akram_el_helayel :,0
bas ana badde hada ekul ma3o makhlouta l 2dame,0
zakkartne now 3anna makhluta rayha hot?,1
ffs ancelotti,0
bhebak,1
cause fi minnun bikuno mdakhneen,0
talaga wala nga mga abnoy sila,0
u got my number brother,0
lagyan mo ng ice sa towel at ilagay mo sa ulo mo para mawala sakit,0
ask dm,0
fi hada bel 3alam l 2dame mnel makhlouta?,1
there is a guaranteed aguero goal tomorrow,0
squad list for tomorrow's match,0
"da??lsak da y?k?lmad?k!"""" beyrut'taki l bnan'l? arkada?lar?mla kendi",0
mga baliw na tao yan,0
i am so angry,0
maheik! w se2abet kenet 3am ghaneh green day bas aletle heik,1
lady on comedy ! i love you so much,0
please?,0
why is the world full of such bad people i just dont understand how can you hurt people that way,0
she'd be doin somethin i usually find extremely stupid but it comin from her its like extremely cute,0
comatose.,0
no bdk tfute iconnect mnl computers bl jem3a w t3mle registration,0
crying,0
ken fi cat bil souk bi jbeil bitbake 3a ad mana cute w chakla mitl oreo &lt;/3,1
my feet were soaking in blood earlier today after 2.5 hours of continuous football in an adidas original bcs nada forgot her football shoes?,0
ya habibi ana,1
she was the hand filling his empty glass every time he sipped the last drop the hand taming his edgy mad soul he never noticed her though,0
i have madrid s picture with me when i m in the bathroom all the time yet u never show me off,0
lol ma fhemet chou khas tho,1
bdk registration mnl jem3a,1
all i need rn is a cat to cuddle with,0
thanks a lot ?,0
wish you all the best .. hope to in lebanon again!,0
take me there and i'll marry you,0
yep,0
idk weekend ansab,1
ducks ducks ducks ducks quack quack quack quack,0
la3aytele nafseh,1
with my lovely dina hayeck @ em sherif,0
you do anything you like and i bet you'd still look gorgeous,0
monday,0
excited later for kimmy's 10th anniversary celebration sa asap,0
? i saw you as a buritto,0
bas ana next year last year general medicine w inta na na,0
foot (@ sporting club in beirut ),0
smiley face? w eza rebih byetla3lo sucette?,0
people still borrow movies,0
hope you enjoyed here in lebanon ?,0
the zahir is probably one of coelho's biggest masterpieces right after aleph ofcourse,0
i'm betting my classmates hate me by now,0
is there an application that allows a phone/video call between 3+ people ?,0
you are in ..,0
ekher album tlet rbe3o imm l jacket shim l yasmine fasateen lil watan inni mni7 el hal romancy w 3 minutes,1
feels,0
"ahmadfouadhamed : @mariamlayane""""",0
"elio1808 : """" """"",0
same but movies more than books,0
charlie's angels aw film hinde?,0
where's my gift ? :3,0
he said 5 minutes w bkoun eendik. (half an hour ago),0
up close and personal with of the the work of the italian artist pierroti,0
just posted a photo @ zgharta,0
zabte l location 7ote lebanon mesh italia?,1
seen* smh,0
"spent my day at the """"deloitte invites top talent"""" event. it was both exciting and challenging.",0
i've seen nothing more hollow and pretentious than westernised islam.,0
i've many weird stuff today.,0
tell me baby i'm all that you need,0
ain't no need for contemplating promise you won't keep me waiting,0
just played a football game after 1 month of stoppage i am fucked up now.,0
loving you is so damn easy for me yeah,0
basically i'm saying here i can't live without my baby,0
bruh every lebanese person would point this out ok,0
just tell me what i gotta do just to stay right next to you,0
if this a lesson baby teach me to behave,0
? same nigga,0
are there any rules baby?,0
oh if there is a reason to call me a fool cause i love hard,0
e me apaixonei pelo ator que faz o evan,0
gostei de the 5th wave,0
expecting a draw at best tomorrow,0
ooh baby i know loving you ain't easy but sure is worth a try,0
"yesterday at school a little girl actually asked me:""""uft kif bta3erfe ho l aghaneh kelon wlo?"""" aslan lei maz3ouje minl mawdou3?",1
media's attention doesn't define it's seriousness,0
oh it feels so right so baby baby please don't stop girl,0
i said the same thing ? maskhara,0
cause every time you touch me i just die in your arms,0
if i could just die in your arms i wouldn't mind,0
a ten-meter-high bronze of the the work of the italian artist pierroti,0
i really hope humanity finds its way back.,0
honestly the truth is,0
that would break my heart to pieces,0
die @ perla,0
oh i can't help it i'm just selfish there's no way that i could share you,0
would you do the things that drive me crazy? leave my heart still at the door?,0
i wont act loving l shlekkeyit l hawle anymore,1
3abbrina w khedi awa3ina,1
partly cloudy -&gt; mostly cloudy temperature down 20 c -&gt; 19 c humidity up 40% -&gt; 46% wind 14km/h -&gt; 3km/h visibility 8km -&gt; 10km,0
would you lie to me baby? cause the truth hurts so much more,0
would you hurt me baby? could you do that to me yea?,0
welcome to twitter?,0
say you love me as much as i love you yea,0
galing ni maine,0
ghady we know! i'm so waiting to talk when you're ? study well!,0
neck kisses,0
jealous of you that's what they do,0
watching 's play,0
my snap tho,0
envy envy same thing as jealousy,0
wanna be wanna be everything i outta be to you,0
proven least i'm proving that i give a damn,0
heartless wench @ perla,0
perfect ain't saying that i am,0
your worst enemy sometimes be your best friend,0
simplicity is the ultimate @cyrineabdlnour looking stunning in an,0
between us they wanna come in,0
animals should not be in cages/aquariums they should not be hurt animals should not be in cages/aquariums animals should not be in cages/aqu,0
kossom alfa chou bihebbo yenhaboune,1
my bad no no i ain't all bad,0
symetrie centrale,0
pc_club : design cards and brochures for mother's day @makaishaschool,0
i'm crying,0
i might make you mad so mad,0
mama vs papa,0
"visioncoach : """"kyle """"",0
istg its in slow motion sjebsjshsb,0
i ain't all bad all bad all bad,0
i know akebdjjsbsnakdjs,0
ate kafta today and it was honestly so good!,0
"ghiwahareb : """"""""",0
no no i ain't all bad all bad all bad,0
trynna tell me that i'm just like the others but i ain't all bad,0
they try to get at me behind your back,0
don't let them change your mood,0
misery misery love's company,0
keane tho,0
wanna be wanna be just like talk like you like you you like you,0
when the door bell rings and the pizza is here,0
oh you know females and how they like to run their mouths,0
the wrong thing they be worried about,0
instigators like putting fire on propane,0
it's another if it ain't one thing,0
boredom at its highest level,0
these are the terms that we're made for each other,0
mabrouk to hoops today! this is how we roll did u watch the show? the pepsi mob came to rock,0
don't separate our destiny by separating you from me,0
after all what do we have to lose nothing,0
wow wow wow btekhoud l 3a2el,0
oh swapping out will only change your life but it's worth it the sacrifice,0
why did she even do this at the show i need the full video,0
i can relate to how to get away with murder because my mom lives within the same complexity of lies that all the characters in that show do,0
try it before you knock it you ain't gotta rush but you ain't gotta stop it,0
i know im crying its funny and i just cant idk,0
amazing and true quote?,0
fifty fifty deal let's make a deposit simulate the love,0
sometimes you miss the memories not the people ?,0
you ain't gotta try try to get closer,0
eye for an eye remember when i told you wipe your pretty eyes dry them on my shoulder,0
throw away the keys as long as i'm here with you forever,0
charlies angels aye pink tho,0
swapping out ain't ever been a crime i it was then i'd do the time,0
it's time to stop glorifying what muslim did 1400 years ago just like christians stopped it so that we can move on.,0
i can show you what i'm talking about be obliged just to show you how,0
i love her so much idk if this is another cause because ktir rawa2,0
we can swap swap swap it out,0
come into my world i'll give my world to you,0
swap it out with you swap it out with you,0
give me all your heart swap mine out with you,0
i feel like i missed a lot of stuff,0
help us trend this,0
open up to me it's all you gotta do,0
istg ma ba3rif don't ask,0
was simon at this show,0
nadine's @ mandaloun,0
i think i finally got it done now all that's left to do now is get out the mirror and say it to her,0
cause everything about you girl is so contagious,0
i'm just tryna where this can take us,0
you say the word and i'll be right there i ain't never going nowhere,0
i just wanna you smile,0
why is everyone on facebook wishing happy mother's day to their mum god it's on 21 what is wrong with them,0
i'm good alone but with you i'm better,0
as you wish this doesnt mean that muslim didnt burn his library and label him atheist.,0
happy my birthday to you saliha,0
i just want to . . .,0
yup this is exactly what i was referring to,0
in my head we're already together,0
catching feelings,0
do do do do do,0
they say we're young for love but i'm catching feelings,0
but enough is enough,0
i love you you love me massacre the bourgeoisie,0
tryna keep it all together,0
baby now it's time for us,0
cause i'm made for you and you for me,0
could it be a possibility i'm trying to say what's up,0
now what am i supposed to do?,0
we would be on the phone all day now i can't find the words to say to you,0
we were best of friends since we were this high so why do i get nervous every time you walk by,0
night at the museum.,0
i shall keep ignoring her,0
is this meant to be? could this be happening to me?,0
and it's crazy to me i even you in my dreams,0
bs bala ma ymouto l neswen aw wledon,1
my mind never wakes up without you on it,0
pink sky,0
the sun comes up on another morning,0
the hustle always speaks louder than words.,0
hai ? @ michel el murr stadium,0
cause i'm right right here yea,0
cause i'm right here ain't nobody gonna control you,0
prostate? ma 7a khallef mnl prostate ettaman,1
and i'm right here ain't nobody gotta hold you,0
i just wanna kiss you baby i just wanna hug you till the end baby till the end,0
*runs back to beirut* mum is telling me some horrifying stories about underage marriage,0
you need a star like him in ur company he's one of the kind ?,0
i would never ever put nobody up above you,0
no cause i just wanna love you,0
i won't leave you baby,0
i promise to be all that you need,0
just fyi about ibnrushd although valid vor alggazali ibnsina kindi &amp; a long list,0
lost in your eyes every time that you look in mine,0
i know you're scared cause you've been hurt baby it's alright,0
baby i'm here i'm here to stay i ain't going nowhere,0
msh 3amle handase ana,1
ana!,0
and every time i hold you near i never wanna let you go oh,0
the amazing new kids coloring corner in @tawlet by the talented graphic designer,0
my heart is blind but i don't care cause when i'm with you everything has disappeared,0
so i put a circle and it doesn't include the entire word,0
5alass zawatia ktir bi jamelik la2?,1
b7eb kif 2ide fik7a la daraje inno bs badde satter ta7et kelme byetla3 3al kelme,1
a minute with you is worth more than a thousand days without your love oh your love,0
that if u use your brain and find something illogical then it canot be the word of allah.,0
cause they don't get to spend time with you,0
perla go to hell,0
btw ibn rushd was not islamic he was a born muslim who found that the koran is not logical &amp; said:,0
her voice is that bad,0
people try to tell me but i still refuse to listen,0
la cairna,0
wait people actually pay money to listen to mashrou leila? wow,0
tell me you love me,0
kiss me kiss me say that you miss me tell me what i wanna hear,0
love me love me say that you love me fool me fool me oh how you do me,0
and now my 14 year old sister's classmate got engaged lol,0
thank you have a nice weekend ?,0
tell me what i wanna hear tell me you love me,0
love u foufi. chiling out with friends. ente shou 3emle? ?,0
kiss me kiss me say that you miss me,0
fool me fool me oh how you do me,0
denying changes nothing all philosophers &amp; scientists were killed by muslilm and labelled as zandik kafir &amp; atheists,0
love me love me say that you love me,0
if i put a cookie next to your name you're to2kal material &lt;3,0
i promise my dear i'll put nothing above you,0
it was muslim who did that why are you denying ibn rush said clearly that muslim burned his library! kindi too!,0
&lt;3 &lt;3,0
with me girl is where you belong just stay right here,0
my money is yours give you little more because i love you love you,0
baby you can do no wrong,0
i once in a pub ntawashet ilt shu hal iz3aj and my friend said it's and i was like oh.,0
u d win la liga if u win tomorrow?,0
cause you're my angel sent from above,0
cause honestly the truth is that you know i'm never leaving,0
i guess i'm just a sucker for love,0
my friends say i'm a fool to think that you're the one for me,0
napansin na ata ng management ang kaguluhan ng mga tomiho fans kaya ayan nagpa flashback friday sila..hehehe,0
natural stone bridge in @ faraya kfardibiene,0
bechta2lik kell raffit 3ayn w kell ma da2 albe,1
if you didn't know this is love,0
don't be scared girl i'm here,0
"violence and arms can never resolve the problems of men"""" pope john paul",0
kirmelik 3am e7ke &lt;3,1
take my hand let's just dance,0
i don't want you to go oh no so,0
"owlalaeventplanner : """"meet our new friend jouni the clown """"",0
cause when i stare in your eyes it couldn't be better,0
"prismlebanon : """"happening now - earth hour event -""""",0
wa2ta la2..,1
irony of life: when you have to experiment &lt;7 yo kids and the only available ones are those you used to yell at from your window to shut up,0
like you took me to heaven girl,0
bc it's like an angel came by and took me to heaven,0
baby there's no hesitation no reservation by taking a chance and more oh no,0
there's a moment i've been chasing and i finally caught it out on this floor,0
don't have a care in the world why would i when you are here?,0
i got my favorite girl not feeling no pain no fear,0
i'm at in byblos,0
so baby know for sure that i'll never let you go,0
cause this life's long and this love's strong,0
bring the doubters on they don't matter at all,0
let the music blast we gonna do our dance,0
cause when i stare in your eyes it couldn't be better i don't want you to go oh no,0
i meant the stuff happening with the plane crash and istanbul are sad.,0
what you wrote in your article is not accurate islam burned the books of ibnrushd &amp; alkindy &amp; others &amp; labeled them atheists,0
albe 3al shmel bs behlof yamin bhebbik,1
nakaka asar talaga yung lalaki na yun ? hindi na nga kita mahal,0
ma fhmti,0
it's like an angel came by and took me to heaven like you took me to heaven girl,0
baby marco ? @ achrafeih,0
cause baby when you're with me,0
salux tout lmondz,0
and when you hold my hand and i understand that it's meant to be,0
there's a dream that i've been chasing want so badly for it to be reality,0
before they outlaw the kiss baby give me one last hug,0
j'ai plus besoin de travailler les bras pendant une semaine !,0
wba3da jdide?,1
2akkix,1
they say that hate has been sent so let loose the talk of love,0
can you please help making trend this,0
psst ! sexy ? sabi ni babe,0
hussein akid,0
?olian @ lebanese american university,0
i love u is a verry silly word toward my feeling for my it's better yo jeep silent instead!,0
their contact names tho?,0
kami ulit bukas,0
i thought 3al 8,0
wala nakong masuot na damit ?,0
heyda absha3 khatim momkin ye3mlo l ensen,1
's - -covered @ faraya,0
free-styling at @badaromolo tonight from 9pm. come say hey @ molo,0
he left me foodless on breakfast,0
@ antonine university,0
like,0
i wish was my blood brother,0
virgin mentality tbh . brba &gt;,0
nhna elle nous donne pas les cours du livre?,0
idk the guy but he dmed me saying and then he blocked me wow ash sayir,0
ang masculine ni unoemilio mappamura ka nlang talaga,0
bhanniki bi hal profile pic raw3a,1
mais meme quand je dors 100 heures par jour j'ai des poches sous les yeux on dirait on les a peintes sur moi,0
ma vie c'est dormir je pense,0
suot ni miho to mamaya pagsundo ky tommy sa airport,0
calm down,0
took the photo from my bad angle (i suck at selfies ?) but it's ok because all of you ladies,0
"leazeaiter : """"?""""",0
"kabuhaidar : """"saint patrick""""",0
"pierrette_yammine : """"now it's so clear i need you here always. ??""""",0
"jennyfertannoury : """"""""",0
le liban ou bien le pays o tu passe toute ta journ e dans les embouteillages mais personne ne fait rien pour y rem dier,0
lool yeah,0
all these hendall pictures tho,0
"i love the concept of """"abaya """" at mother's day celebration resthousetyr and who will give me a",0
it's 5 o'clock somewhere.,0
can't wait for ggmy.trailer plang nkkaiyak na.kkaproud si,0
"just a little dish i like to call """"mohamar al batata bil dajaj"""" @ beirut lebanon",0
tommy be like miho,1
oh 7amye,1
did i disappoint or let you,0
yas.,0
there's a brit on the bus &amp; the driver barely knows five english words all together and he's been talking to her for the past hour i'm dying,0
well tell them what now says hi,0
voyage au bout de la nuit @ dar bistro &amp; books,0
we khyarna el general michel aoun,0
10/10 english smallah,0
me rn,0
the first to comment on my book thank you for reading it. i really appreciate what you said. and love your tweets,0
omygash love kw nlng ang,0
okok fuck iphones man fuck apple badde erja3 ensenet sakher,0
psychotic mind fucker cutest egyptian baby girl,0
rita tokhlas hayet lzeft hay w sour kalb ba2a,0
the guy whose apartment i was gonna rent in istanbul email me saying that the explosion happened 300 meters from the apartment :'),0
is that what you nickname it now?,0
this tweet literally makes 0 sense wtf,0
"i don't understand why clinton is so shocked at the fact that trump wants to kill the families and children of """"america's enemies"""".",0
i miss the old msn days &lt;3,0
the guy whose apartment i was gonna call emailed me saying that the explosion was 300 meters from her place,0
he didn't say that ffs,0
not my thing,0
congratulations,0
me starting monday,0
omgg,0
musonda: i enjoy watching players who are enjoying themselves on the pitch like neymar and messi. i can identify with them.,0
he does things to me,0
musonda: barcelona are among the best in the world but it was important for me to have my family with me.,0
tell me your lies because i just can't face it! it's you!,0
adidas mknsh bykon r5es awy t2rebn kan b 400 aw 7aga zy kda,1
tu ne penses qu' toi,0
if we win tomorrow we'll be 11 points clear?,0
we proud of you our diva,0
anti is rihanna's best album since rated r,0
maman,0
this year's topic is .,0
help i ate much,0
@ byblos lebanon,0
"poussey""""",0
help i hate much,0
nigga nose bigger than my titties,0
my role in life is to educate u brother because u believe this stuff,0
wow wow what is this thing on my face why is it huge,0
earth hour is an international event happening all over the world. more than cities worldwide will turn their lights off!,0
my mom is everything,0
"mo7ammad_ayb_ : """"$?m p??pl doesnot love me because i'm natural not attitudinized""""",0
faded is the holiest song ever ghsfshdjdjdjdi,0
the difference between trump and the other candidates is that trump says things the way they are. but that still doesn't make him eligible.,0
me myself and,0
bhbk,1
snatch me motha,0
ma haida yelli ahiron el mousalaha,0
wanna watch chocolat looks amazing,0
hi ? iloveyou baby,0
men kam chaher eemlouleh fahes dna toule3 el rap men asleh. ana. killer. killer peu te fair mourir.,1
nakakasuka na nakakasamid makita! kase feel na feel mo ang mga kaplastikan ?,0
wala naring nang sakin sa wakas karma nalang bahala dun?,0
happy 1st lalous's. ? @ beirut lebanon,0
where can i find wallpapers for fine singers/bands different than justin bieber and one direction which i found at ?,0
bye bye bye bye,0
hays thanks god ? inilayo nyo ko sa mga plastik na tao na yun?,0
ah okay,0
rash?,0
ah okau,0
i am crying just wait for,0
post more hendall,0
yung bagong camera ko wala pangand photo paper,0
"enjoying life's little moments"""" pamelagenno @ abc mall achrafieh",0
iso gibi arkada? istiyorum ? gercekten iso gibi arkada? ok ihtiyacim var ?,0
gusto kong mag shopping ?,0
"mayachaitany : """"~ ~??""""",0
"hishamalammar : """" """"",0
dod meen?,0
stalking always better than reading 90 % of your rubbish tweets,0
c'est d l'amour fou tu l'croirai pas,0
marche matinale,0
butch im howling,0
et le souvenir que j'ai de toi..,0
love lebanon,0
thevoice_tf1 ce soir les battles @ kasrouane,0
plus jamais il fera jour,0
plus jamais on ferra l'amour,0
day @ in ren_rights,0
to have faith is to be sure of the things we hope for to be certain of the things we cannot see.,0
pink-mami: ??all p?n?,0
god bless this family ?,0
i,0
min rayeh sahret marlboro bi uberhaus?,1
ay,0
maman ?,0
we always find something eh didi to give us the impression we exist?,0
welcome to twitter,0
isn't this insidious?,0
hasheesh w keptagone la,1
i'm a space bound rocket ship and your heart's the moon and i'm aiming right at you,0
my pussy good pussy sweet pussy good enough to eat,0
menheb tania,0
my friends feltin bi jbeil w ana felet 3a dares el math,0
i've never really been into non-fiction (unless it's for my academic work). but i guess it will happen someday.,0
the greatest news of the week for bernie sanders is that the kardashians are endorsing hilary clinton. that's more voters for the bern.,0
sara7a badde 3ish bl uptodate .. i never came across a search engine i loved this badly,1
be the face of unique appearances style,0
mhm not bad bfadel ede2a men awala with guitar pro playin the bass,1
"justine.khalil : """"walk the line """"",0
hay bel a5 bs shefta bkeit,1
vdl 100.7 ma hek.,0
the sad part is i tried to park and failed miserably w jarraset hale edem el nice woman. bye.,0
anneek be tweet,1
w hek shou btkhabrouna,0
meshte2itlik add dene,1
hatalek ure tweet on dyar,1
"random woman on the street whom i asked for directions: """"look i found u a place to park for free"""" thx madame bas ma sof lolz",0
new born,0
cute name,0
and i want to buy a new bracelet sa pandora,0
dalhin nyo ko sa h&amp;m please,0
i need new clothes ?,0
i will keep calling you to if you're sleeping are you dreaming if you're dreaming are you dreaming of me,0
the season's over anyway,0
thank you sporting. for now.,0
nothing surprising to what's going on in ..after 5 years of supporting terrorism in,0
i'm at zouk al khrab,0
new haircolor new haircut new look new beginning gorgeous @khalifehilda in a fresh,0
i am thankful for my struggle because without it i would not have stumbled across my strength.. dear friends,0
hosts concert for beleaguered young pianist stuck in camp,0
ic workshop#plc professional learning community#shared leadership,0
beauty attracts the eye but personality captures the heart,0
shi2,1
